"875","80","QX80","1",NULL
"876","81","Elba","1",NULL
"877","81","Mille","1",NULL
"878","81","Mini","1",NULL
"879","82","S1","1",NULL
"880","83","Paykan","1",NULL
"881","83","Samand","1",NULL
"882","83","Soren","1",NULL
"883","84","Commendatore 112i","1",NULL
"884","84","Imperator 108i","1",NULL
"885","84","Spyder","1",NULL
"886","85","Amigo","1",NULL
"887","85","Ascender","1",NULL
"888","85","Aska","1",NULL
"889","85","Axiom","1",NULL
"890","85","Bighorn","1",NULL
"891","85","D-Max","1",NULL
"892","85","Gemini","1",NULL
"893","85","Impulse","1",NULL
"894","85","KB","1",NULL
"895","85","MU","1",NULL
"896","85","MU-7","1",NULL
"897","85","Piazza","1",NULL
"898","85","Rodeo","1",NULL
"899","85","Stylus","1",NULL
"900","85","TF (Pickup)","1",NULL
"901","85","Trooper","1",NULL
"902","85","VehiCross","1",NULL
"903","85","Wizard","1",NULL
"904","86","Massif","1",NULL
"905","87","J2 (Yueyue)","1",NULL
